Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.1-224.0.0.1-0-0-0,192.168.1.1,0,224.0.0.1,0,0,23/02/2022 11:56:57 PM,119898325,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025021200254465605,5.99491625E7,70288.53537028638,5.9998864E7,5.9899461E7,5.9998864E7,5.9998864E7,0.0,5.9998864E7,5.9998864E7,0,0,0,0,0,0,0,0,0,0,0,0.01668080016964374,0.00834040008482187,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.99491625E7,70288.53537028638,5.9998864E7,5.9899461E7,No Label
192.168.1.5-102.132.96.18-54242-443-6,102.132.96.18,443,192.168.1.5,54242,6,23/02/2022 11:57:57 PM,110127625,45,48,962.0,943.0,74.0,0.0,21.377777777777784,20.09442356938508,41.0,0.0,19.645833333333332,20.698945993654526,17.298112076783642,0.8444747628036109,1197039.4021739129,3312568.877703563,1.0884883E7,2.0,1.09956933E8,2499021.204545455,4489336.870488608,1.0929832E7,5.0,1.10127625E8,2343140.957446809,4358383.317143556,1.0884883E7,15.0,0,1,0,0,1440,1584,0.4086168207114246,0.43585794209218626,0.0,74.0,20.70212765957447,20.317284228831884,412.79203843514074,0,0,0,1,1,0,0,0,1.0,20.9247311827957,21.377777777777776,19.645833333333332,0,0,0,0,0,0,45,962,48,943,-1,501,25,0,333405.4,85395.06868432158,538414.0,275774.0,1.0625346899999999E7,243219.87000537862,1.0884883E7,1.0075267E7,No Label
192.168.1.5-104.22.63.91-38564-443-6,192.168.1.5,38564,104.22.63.91,443,6,23/02/2022 11:57:11 PM,110859068,4842,6207,3574.0,7473672.0,264.0,0.0,0.7381247418422145,13.69882878101733,7164.0,0.0,1204.0715321411321,198.34714058724884,67448.21271634722,99.6670836164706,10034.311006517022,246653.852425042,2.571274E7,2.0,1.10816227E8,22891.185085726196,372365.6182536384,2.571274E7,43.0,1.10859048E8,17863.20464067034,329927.84135348286,2.5758632E7,9.0,0,1,0,0,161168,124152,43.67707655633548,55.99000706013513,0.0,7164.0,676.6977375565612,615.3639949416622,378672.8462705621,0,0,0,1,1,0,0,0,1.0,676.7589827133677,0.738124741842214,1204.071532141131,0,0,0,0,0,0,4842,3574,6207,7473672,-1,1139,17,0,5.3238239E7,0.0,5.3238239E7,5.3238239E7,2.571274E7,0.0,2.571274E7,2.571274E7,No Label
192.168.1.5-102.132.96.35-37994-443-6,192.168.1.5,37994,102.132.96.35,443,6,23/02/2022 11:57:47 PM,90594385,14,14,4311.0,700.0,1188.0,0.0,307.92857142857144,381.58061236947526,173.0,0.0,49.99999999999999,67.79040095425356,55.312478803184106,0.3090699274574246,3355347.5925925914,1.1995821683147516E7,5.9960355E7,12.0,9.0548852E7,6965296.307692308,1.6868971401204914E7,5.9960355E7,37.0,9.0594366E7,6968797.384615385,1.6887760616980225E7,6.0004141E7,12.0,0,1,0,0,460,448,0.1545349637287123,0.1545349637287123,0.0,1188.0,174.1379310344828,295.0299892913953,87042.69458128081,0,0,0,1,1,0,0,0,1.0,180.35714285714286,307.92857142857144,50.0,0,0,0,0,0,0,14,4311,14,700,-1,1520,8,0,157152.6666666667,194085.73051704068,381263.0,44662.0,2.9962882333333332E7,2.5999786916344553E7,5.9960355E7,1.3914077E7,No Label
192.168.1.255-192.168.1.14-137-137-17,192.168.1.14,137,192.168.1.255,137,17,23/02/2022 11:58:30 PM,97859706,12,1,600.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,6.6421617902673855,0.1328432358053477,8154975.5,1.2862214210644493E7,3.160242E7,684608.0,6.6691679E7,6062879.90909091,1.1144756863599094E7,3.160242E7,684608.0,0,0,0,0,0,0,0,0,0,96,8,0.1226245253587825,0.010218710446565207,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,53.84615384615385,50.0,50.0,0,0,0,0,0,0,12,600,1,50,-1,-1,12,0,1517122.5,23975.869629692268,1534076.0,1500169.0,2.9266681666666668E7,3675844.5041054627,3.160242E7,2.5029598E7,No Label
172.217.18.142-192.168.1.5-443-42688-6,192.168.1.5,42688,172.217.18.142,443,6,23/02/2022 11:59:04 PM,119953979,16,14,860.0,7310.0,517.0,0.0,53.74999999999999,131.16478185854618,2376.0,0.0,522.1428571428571,729.2542932172729,68.10945387647374,0.2500959138671006,4136344.1034482755,1.5002889258364012E7,5.8571321E7,8.0,1.19771622E8,7984774.8,2.0467442712360322E7,5.8763975E7,40.0,6.1933229E7,4764094.538461538,1.6219423660512004E7,5.873943E7,42.0,0,0,0,0,548,464,0.133384487395787,0.11671142647131363,0.0,2376.0,263.54838709677415,544.1052495433629,296050.5225806452,0,1,0,0,0,0,0,0,0.0,272.3333333333333,53.75,522.1428571428571,0,0,0,0,0,0,16,860,14,7310,-1,265,6,0,1680958.0,2138124.0291077597,3192840.0,169076.0,5.82960315E7,389318.14447890816,5.8571321E7,5.8020742E7,No Label
192.168.1.5-216.58.209.142-46294-443-6,192.168.1.5,46294,216.58.209.142,443,6,23/02/2022 11:59:04 PM,116268311,247,274,100131.0,134622.0,1188.0,0.0,405.3886639676112,525.2960786808483,1188.0,0.0,491.32116788321196,563.2716497556145,2019.0626145760386,4.481014607668981,223592.90576923074,1607582.9595530692,2.7461672E7,1.0,1.15053732E8,467698.09756097576,2357463.3772945157,2.7706024E7,2.0,1.16268311E8,425891.24908424914,2234888.107598829,2.7632661E7,1.0,0,0,0,0,9248,8784,2.124396560641532,2.3566180470274487,0.0,1188.0,449.7183908045973,546.5968340988858,298768.0990469249,0,1,0,0,0,0,0,0,1.0,450.5815738963532,405.3886639676113,491.3211678832117,0,0,0,0,0,0,247,100131,274,134622,-1,1050,129,0,8042501.0,9675182.19638483,2.331189E7,751808.0,1.4352329E7,8023283.90653023,2.7461672E7,8452649.0,No Label
192.168.1.5-102.132.96.13-46418-443-6,102.132.96.13,443,192.168.1.5,46418,6,23/02/2022 11:59:24 PM,118798896,295,312,45983.0,40411.0,1024.0,0.0,155.87457627118627,217.64209807580167,1188.0,0.0,129.52243589743586,296.3762482452851,727.228980309716,5.109475091418358,196037.78217821766,942367.9106837123,8128455.0,1.0,1.18755178E8,403929.17687074817,1334248.0830411173,8128510.0,1.0,1.18761661E8,381870.2926045016,1296806.0968861228,8128505.0,3.0,0,1,0,0,9476,10332,2.483188059256039,2.626287032162319,0.0,1188.0,142.1578947368422,261.03416442150075,68138.83499523108,0,0,0,1,1,0,0,0,1.0,142.39209225700165,155.87457627118644,129.52243589743588,0,0,0,0,0,0,295,45983,312,40411,-1,501,172,0,7707885.125,5823507.294689428,1.7024959E7,2201501.0,7134266.375,1117975.7965635848,8128455.0,5156719.0,No Label
142.250.185.33-192.168.1.5-443-51164-6,192.168.1.5,51164,142.250.185.33,443,6,23/02/2022 11:59:16 PM,73553081,60,69,2337.0,54594.0,657.0,0.0,38.95000000000001,106.86732230327091,2376.0,0.0,791.2173913043478,695.3309383385307,774.0124441558063,1.7538354375665104,574633.4453125,5125562.753031633,5.7583847E7,1.0,7.3355512E7,1243313.7627118647,7555616.886582482,5.7744474E7,5.0,7.3509556E7,1081022.8823529412,7041552.245734667,5.7746912E7,1.0,0,0,0,0,2208,2248,0.8157374128216328,0.9380980247448777,0.0,2376.0,437.9307692307692,634.326331153573,402369.89439475245,0,1,0,0,0,0,0,0,1.0,441.3255813953488,38.95,791.2173913043479,0,0,0,0,0,0,60,2337,69,54594,-1,277,19,0,4531892.0,2947649.570694929,6616195.0,2447589.0,3.214089E7,3.598177485627548E7,5.7583847E7,6697933.0,No Label
172.217.18.142-192.168.1.5-443-42690-6,192.168.1.5,42690,172.217.18.142,443,6,23/02/2022 11:59:13 PM,78778626,474,606,8446.0,677655.0,1188.0,0.0,17.818565400843873,120.98889922193469,2376.0,0.0,1118.242574257426,465.8392893904597,8709.227805014014,13.70930231761087,73010.77479147361,1772574.8963352758,5.8176375E7,2.0,7.8536498E7,166039.10782241015,2686810.2763967514,5.8391598E7,7.0,7.8738963E7,130147.04628099172,2373882.893358714,5.833445E7,2.0,0,0,0,0,20824,19432,6.016860461618104,7.692441855992766,0.0,2376.0,634.6910268270118,653.1148435701261,426558.99889163027,0,1,0,0,0,0,0,0,1.0,635.2787037037037,17.81856540084388,1118.2425742574258,0,0,0,0,0,0,474,8446,606,677655,-1,362,26,0,2.0400243E7,0.0,2.0400243E7,2.0400243E7,5.8176375E7,0.0,5.8176375E7,5.8176375E7,No Label
