192.168.2.49-8.8.4.4-50608-443-6,192.168.2.49,50608,8.8.4.4,443,6,18/03/2022 04:48:57 PM,198059,3,3,517.0,0.0,517.0,0.0,172.33333333333331,298.4900891710365,0.0,0.0,0.0,0.0,2610.333284526328,30.29400330204636,39611.8,35514.90778109948,69228.0,55.0,135373.0,67686.5,93538.20633570007,133828.0,1545.0,128831.0,64415.5,2523.664102054788,66200.0,62631.0,0,0,0,0,96,112,15.14700165102318,15.14700165102318,0.0,517.0,73.85714285714286,195.4076325457705,38184.14285714286,0,1,0,0,0,0,0,0,1.0,86.16666666666667,172.33333333333334,0.0,0,0,0,0,0,0,3,517,3,0,-1,261,1,0,0,0,0,0,0,0,0,0,No Label
142.250.184.35-192.168.2.49-443-56840-6,192.168.2.49,56840,142.250.184.35,443,6,18/03/2022 04:48:56 PM,997265,10,10,928.0,6897.0,517.0,0.0,92.8,169.36928752154435,2977.0,0.0,689.7,966.5772429902676,7846.460068286765,20.054850014790453,52487.63157894736,96427.51137294243,377580.0,28.0,619623.0,68847.0,65705.14048192881,153342.0,1775.0,852262.0,94695.77777777778,122493.5483962092,377580.0,28.0,0,0,0,0,320,344,10.027425007395227,10.027425007395227,0.0,2977.0,372.6190476190477,727.7998678339036,529692.6476190476,0,1,0,0,0,0,0,0,1.0,391.25,92.8,689.7,0,0,0,0,0,0,10,928,10,6897,-1,265,5,0,0,0,0,0,0,0,0,0,No Label
142.250.184.35-192.168.2.49-443-56840-6,142.250.184.35,443,192.168.2.49,56840,6,18/03/2022 04:48:57 PM,300309,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659807065389316,300309.0,0.0,300309.0,300309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.329903532694658,3.329903532694658,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
192.168.2.49-8.8.4.4-50610-443-6,192.168.2.49,50610,8.8.4.4,443,6,18/03/2022 04:48:58 PM,607500,14,13,922.0,7500.0,517.0,0.0,65.85714285714286,146.88449525070695,2736.0,0.0,576.9230769230768,867.991595729135,13863.374485596707,44.44444444444444,23365.384615384613,59815.52369482486,280240.0,1.0,549694.0,42284.15384615385,87201.42112550513,280240.0,4.0,606992.0,50582.66666666668,106052.61809406715,367917.0,1.0,0,0,0,0,460,432,23.045267489711932,21.39917695473251,0.0,2736.0,300.78571428571433,643.3654198758771,413919.0634920637,0,1,0,0,0,0,0,0,0.0,311.9259259259259,65.85714285714286,576.9230769230769,0,0,0,0,0,0,14,922,13,7500,-1,265,5,0,0,0,0,0,0,0,0,0,No Label
142.250.184.35-192.168.2.49-443-56842-6,192.168.2.49,56842,142.250.184.35,443,6,18/03/2022 04:48:57 PM,1408136,11,13,962.0,6898.0,517.0,0.0,87.45454545454545,167.05230536353795,1610.0,0.0,530.6153846153846,651.049222212568,5581.847207940142,17.043808268519516,61223.30434782608,116449.39810392667,402515.0,12.0,1077561.0,107756.1,133568.47023859253,404149.0,54.0,1406502.0,117208.49999999999,142235.77635391176,402558.0,22.0,0,0,0,0,352,432,7.811745456404779,9.232062812114739,0.0,1610.0,314.40000000000003,525.934802676783,276607.4166666667,0,1,0,0,0,0,0,0,1.0,327.5,87.45454545454545,530.6153846153846,0,0,0,0,0,0,11,962,13,6898,-1,265,5,0,0,0,0,0,0,0,0,0,No Label
192.168.2.49-8.8.4.4-50610-443-6,8.8.4.4,443,192.168.2.49,50610,6,18/03/2022 04:48:59 PM,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508474576,59.0,0.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16949.15254237288,16949.15254237288,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
142.250.180.142-192.168.2.49-443-39974-6,192.168.2.49,39974,142.250.180.142,443,6,18/03/2022 04:49:05 PM,1100253,12,9,792.0,7309.0,517.0,0.0,66.0,152.15363049473146,2736.0,0.0,812.111111111111,941.9828082885118,7362.85199858578,19.08651919149505,55012.65,113239.1944240969,403660.0,6.0,804165.0,73105.90909090907,126792.64624689757,403674.0,22.0,1100089.0,137511.125,163108.15294717578,430929.0,44.0,0,0,0,0,408,304,10.906582395140028,8.17993679635502,0.0,2736.0,368.2272727272727,702.3190790122312,493252.0887445887,0,1,0,0,0,0,0,0,0.0,385.76190476190476,66.0,812.1111111111111,0,0,0,0,0,0,12,792,9,7309,-1,265,4,0,0,0,0,0,0,0,0,0,No Label
142.250.184.36-192.168.2.49-443-45412-6,192.168.2.49,45412,142.250.184.36,443,6,18/03/2022 04:49:05 PM,1172097,5,5,517.0,4104.0,517.0,0.0,103.4,231.2094288734783,2736.0,0.0,820.8,1223.576397287885,3942.506464908621,8.531717084848779,130233.0,246127.7044996154,743913.0,4.0,938620.0,234655.0,350611.9018183306,743913.0,796.0,428180.0,107045.0,113008.34692180928,233460.0,5249.0,0,0,0,0,160,176,4.2658585424243896,4.2658585424243896,0.0,2736.0,420.0909090909091,876.5368736733731,768316.8909090909,0,1,0,0,0,0,0,0,1.0,462.1,103.4,820.8,0,0,0,0,0,0,5,517,5,4104,-1,261,1,0,0,0,0,0,0,0,0,0,No Label
192.168.2.49-8.8.4.4-50614-443-6,192.168.2.49,50614,8.8.4.4,443,6,18/03/2022 04:49:05 PM,525148,14,13,929.0,7303.0,517.0,0.0,66.35714285714285,147.58809996997473,2736.0,0.0,561.7692307692307,877.7877641972225,15675.580979076376,51.41407755527966,20198.0,37180.23345381253,128115.0,2.0,471788.0,36291.38461538461,59080.027828839164,193176.0,4.0,524094.0,43674.50000000001,49777.0151402505,128115.0,5.0,0,0,0,0,460,432,26.659151324959822,24.754926230319835,0.0,2736.0,294.00000000000006,646.1665878542926,417531.2592592593,0,1,0,0,0,0,0,0,0.0,304.8888888888889,66.35714285714286,561.7692307692307,0,0,0,0,0,0,14,929,13,7303,-1,265,5,0,0,0,0,0,0,0,0,0,No Label
192.168.2.49-8.8.4.4-50614-443-6,8.8.4.4,443,192.168.2.49,50614,6,18/03/2022 04:49:06 PM,18532,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.92143319663285,18532.0,0.0,18532.0,18532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,53.960716598316424,53.960716598316424,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
