192.168.1.6-52.218.104.123-47406-443-6,52.218.104.123,443,192.168.1.6,47406,6,01/02/2022 11:52:09 PM,5839146,11,15,5921.0,674.0,3600.0,0.0,538.2727272727271,1082.6123120405653,517.0,0.0,44.93333333333333,134.65324072630128,1129.4459840531474,4.4527059265173365,233565.84,1089652.700629222,5458526.0,4.0,183598.0,18359.8,54941.64803134321,174530.0,12.0,5839146.0,417081.85714285716,1452443.351485291,5458526.0,9.0,0,0,0,0,220,348,1.8838371227573345,2.568868803760002,0.0,3600.0,244.2592592592592,722.7310167047782,522340.12250712246,0,1,0,0,1,0,0,0,1.0,253.65384615384616,538.2727272727273,44.93333333333333,0,0,0,0,0,0,11,5921,15,674,-1,501,9,0,380542.0,0.0,380542.0,380542.0,5458526.0,0.0,5458526.0,5458526.0,No Label
192.168.1.6-52.218.104.123-47404-443-6,52.218.104.123,443,192.168.1.6,47404,6,01/02/2022 11:52:09 PM,6339059,18,22,12296.0,576.0,3600.0,0.0,683.1111111111111,991.3097627642097,419.0,0.0,26.181818181818183,91.88949697152364,2030.5852966504967,6.31008482489278,162539.97435897434,968868.1426165192,6055665.0,5.0,6337899.0,372817.5882352941,1465001.2789784544,6055741.0,6.0,6339059.0,301859.95238095237,1318875.0847999773,6055744.0,10.0,0,0,0,0,360,548,2.839538171201751,3.470546653691029,0.0,3600.0,313.9512195121952,728.9816167510506,531414.1975609757,0,0,0,0,1,0,0,0,1.0,321.8,683.1111111111111,26.181818181818183,0,0,0,0,0,0,18,12296,22,576,-1,501,17,0,282828.0,0.0,282828.0,282828.0,6055665.0,0.0,6055665.0,6055665.0,No Label
192.168.1.6-192.168.1.16-80-47032-6,192.168.1.16,47032,192.168.1.6,80,6,01/02/2022 11:52:44 PM,383,2,5,344.0,483.0,344.0,0.0,172.0,243.24473272817235,483.0,0.0,96.6,216.0041666264797,2159268.9295039168,18276.762402088774,63.83333333333333,47.34729840937777,135.0,7.0,135.0,135.0,0.0,135.0,135.0,383.0,95.75,91.29211356957401,220.0,7.0,0,0,0,0,64,176,5221.9321148825065,13054.830287206267,0.0,483.0,103.375,194.98493531552637,38019.125,0,1,0,0,0,0,0,0,2.0,118.14285714285714,172.0,96.6,0,0,0,0,0,0,2,344,5,483,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47026-6,192.168.1.16,47026,192.168.1.6,80,6,01/02/2022 11:52:44 PM,826,2,5,344.0,483.0,344.0,0.0,172.0,243.24473272817235,483.0,0.0,96.6,216.0041666264797,1001210.6537530266,8474.57627118644,137.66666666666666,231.3695456767521,606.0,8.0,606.0,606.0,0.0,606.0,606.0,826.0,206.5,329.99949494910845,700.0,8.0,0,0,0,0,64,176,2421.3075060532688,6053.268765133172,0.0,483.0,103.375,194.98493531552637,38019.125,0,1,0,0,0,0,0,0,2.0,118.14285714285714,172.0,96.6,0,0,0,0,0,0,2,344,5,483,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47030-6,192.168.1.16,47030,192.168.1.6,80,6,01/02/2022 11:52:44 PM,624,2,5,330.0,483.0,330.0,0.0,165.0,233.3452377915607,483.0,0.0,96.6,216.0041666264797,1302884.6153846155,11217.948717948719,103.99999999999999,141.6333294108417,376.0,7.0,376.0,376.0,0.0,376.0,376.0,624.0,156.0,205.73445668304242,453.0,7.0,0,0,0,0,64,176,3205.128205128205,8012.820512820513,0.0,483.0,101.625,192.56459955038466,37081.12500000001,0,1,0,0,0,0,0,0,2.0,116.14285714285714,165.0,96.6,0,0,0,0,0,0,2,330,5,483,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47024-6,192.168.1.16,47024,192.168.1.6,80,6,01/02/2022 11:52:44 PM,1486,2,5,342.0,483.0,342.0,0.0,171.0,241.83051916579925,483.0,0.0,96.6,216.0041666264797,555181.6958277255,4710.632570659489,247.66666666666666,497.06565629367987,1261.0,12.0,1261.0,1261.0,0.0,1261.0,1261.0,1486.0,371.5,653.8993296627037,1352.0,29.0,0,0,0,0,64,176,1345.8950201884254,3364.7375504710635,0.0,483.0,103.125,194.6333090711865,37882.125,0,1,0,0,0,0,0,0,2.0,117.85714285714286,171.0,96.6,0,0,0,0,0,0,2,342,5,483,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47024-6,192.168.1.16,47024,192.168.1.6,80,6,01/02/2022 11:52:44 PM,2662,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.3148009015778,2662.0,0.0,2662.0,2662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,375.6574004507889,375.6574004507889,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47068-6,192.168.1.16,47068,192.168.1.6,80,6,01/02/2022 11:52:44 PM,2772,2,5,350.0,483.0,350.0,0.0,175.0,247.48737341529164,483.0,0.0,96.6,216.0041666264797,300505.0505050505,2525.252525252525,461.99999999999994,1003.4911060891372,2509.0,7.0,2509.0,2509.0,0.0,2509.0,2509.0,2772.0,693.0,1277.4404095690727,2608.0,7.0,0,0,0,0,64,176,721.5007215007215,1803.7518037518037,0.0,483.0,104.125,196.05133256369362,38436.125,0,1,0,0,0,0,0,0,2.0,119.0,175.0,96.6,0,0,0,0,0,0,2,350,5,483,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47084-6,192.168.1.16,47084,192.168.1.6,80,6,01/02/2022 11:52:44 PM,300,3,3,344.0,0.0,344.0,0.0,114.66666666666666,198.60849260123126,0.0,0.0,0.0,0.0,1146666.6666666667,20000.0,60.0,73.5289058806127,178.0,5.0,117.0,58.5,38.890872965260115,86.0,31.0,280.0,140.0,190.91883092036784,275.0,5.0,0,0,0,0,96,112,10000.0,10000.0,0.0,344.0,49.14285714285714,130.01977871517417,16905.14285714286,0,1,0,0,0,0,0,0,1.0,57.333333333333336,114.66666666666667,0.0,0,0,0,0,0,0,3,344,3,0,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47084-6,192.168.1.6,80,192.168.1.16,47084,6,01/02/2022 11:52:44 PM,36,1,1,0.0,483.0,0.0,0.0,0.0,0.0,483.0,483.0,483.0,0.0,1.3416666666666666E7,55555.555555555555,36.0,0.0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,27777.777777777777,27777.777777777777,0.0,483.0,322.0,278.86018001858923,77763.0,0,0,0,1,1,0,0,0,1.0,483.0,0.0,483.0,0,0,0,0,0,0,1,0,1,483,-1,507,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47056-6,192.168.1.16,47056,192.168.1.6,80,6,01/02/2022 11:52:44 PM,3741,3,3,389.0,0.0,389.0,0.0,129.66666666666669,224.58925471476442,0.0,0.0,0.0,0.0,103982.89227479283,1603.849238171612,748.2,1601.3266999585064,3612.0,6.0,3640.0,1820.0,2534.2707037725863,3612.0,28.0,3725.0,1862.5,2625.487478545651,3719.0,6.0,0,0,0,0,96,112,801.924619085806,801.924619085806,0.0,389.0,55.57142857142857,147.0281800005894,21617.285714285714,0,1,0,0,0,0,0,0,1.0,64.83333333333333,129.66666666666666,0.0,0,0,0,0,0,0,3,389,3,0,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47074-6,192.168.1.16,47074,192.168.1.6,80,6,01/02/2022 11:52:44 PM,2994,3,3,344.0,0.0,344.0,0.0,114.66666666666666,198.60849260123126,0.0,0.0,0.0,0.0,114896.45958583834,2004.008016032064,598.8,1292.7048000220313,2911.0,6.0,2934.0,1467.0,2042.1243840667491,2911.0,23.0,2980.0,1490.0,2098.692926561673,2974.0,6.0,0,0,0,0,96,112,1002.004008016032,1002.004008016032,0.0,344.0,49.14285714285714,130.01977871517417,16905.14285714286,0,1,0,0,0,0,0,0,1.0,57.333333333333336,114.66666666666667,0.0,0,0,0,0,0,0,3,344,3,0,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-192.168.1.16-80-47056-6,192.168.1.6,80,192.168.1.16,47056,6,01/02/2022 11:52:44 PM,34,1,1,0.0,483.0,0.0,0.0,0.0,0.0,483.0,483.0,483.0,0.0,1.4205882352941176E7,58823.529411764706,34.0,0.0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,29411.764705882353,29411.764705882353,0.0,483.0,322.0,278.86018001858923,77763.0,0,0,0,1,1,0,0,0,1.0,483.0,0.0,483.0,0,0,0,0,0,0,1,0,1,483,-1,507,0,0,0,0,0,0,0,0,0,0,No Label
